,close,high,low,open,volume,returns,log_returns,hl_spread,vwap,rsi_14,rsi_7,macd,macd_sig,macd_diff,stoch_k,bb_high,bb_low,bb_width,atr_14,ema_9,ema_21,ema_50,sma_20,adx,obv,vol_sma,vol_ratio,target
2019-03-14,4.108572483062744,4.205604068981269,4.100879422354862,4.193692202508951,519384000.0,-0.01814678489060917,-0.018313457248924917,0.02548930244218047,3.7099984599066875,62.61861816889662,66.79881970600752,0.08582264744417278,0.0646294413894047,0.021193206054768085,83.04032977073034,4.127188873571393,3.678910827356341,11.485327202822576,0.14547064061703072,3.975867707013055,3.8891153310851427,3.7570602870590055,3.903049850463867,24.59331792896015,7962344000.0,569530000.0,0.9119519603883904,1
2019-03-15,4.214041709899902,4.2567253461696986,4.148278418013759,4.151752672981437,661484000.0,0.02567052845530804,0.025346572814503518,0.02573465941287882,3.719772648802966,66.19330261144113,72.56698249878144,0.10070152127877652,0.07184385736727907,0.028857663911497453,93.56533083576848,4.181190328668388,3.6632235001814055,13.206004675123834,0.14566222793773953,4.0235025075904245,3.9186540927955753,3.7749811271704132,3.9222069144248963,25.567190847757335,8623828000.0,561241000.0,1.1786095456319121,0
2019-03-18,4.192698001861572,4.299407760456572,4.165648050280749,4.245556356360159,486992000.0,-0.005064901941570277,-0.0050777720329683125,0.031903015699302165,3.7264292376114505,64.84195447105216,69.70770903086088,0.10950853094922586,0.07937679208366843,0.030131738865557423,84.885750507156,4.220993855143621,3.6526335214127763,14.43706455865891,0.1448120480976026,4.057341606444655,3.9435671754379387,3.7913621810798706,3.9368136882781983,26.661971106310737,8136836000.0,509753200.0,0.9553485882972388,1
2019-03-19,4.360454559326172,4.4048757721229,4.270372005253392,4.2872467458703065,854972000.0,0.04001160049927632,0.0392318674172995,0.030846271882785978,3.74171877800613,70.02216876402636,77.74759662915818,0.12854293876855705,0.08921002142064616,0.03933291734791089,94.52596175070778,4.2980190552300765,3.6233329020910903,17.03462128116703,0.14962388539501156,4.117964197020958,3.981466028518687,3.813679529246392,3.9606759786605834,28.113556548469518,8991808000.0,524907200.0,1.6288060060902194,0
2019-03-20,4.327946662902832,4.4428455392717945,4.2932036509999785,4.389490655990729,719148000.0,-0.0074551622958234365,-0.007483090913082593,0.03457572376168067,3.753373437694997,67.93335318089028,73.34657170346145,0.13939783704601716,0.09924758454572036,0.0401502525002968,86.47387085938801,4.353395631546272,3.607695076232659,18.7336279081703,0.1496251713147833,4.159960690197333,4.0129642680081545,3.8338468678211544,3.9805453538894655,29.606922221028064,8272660000.0,533815200.0,1.347185318065128,1
2019-03-21,4.564692974090576,4.590998377395191,4.346062531082183,4.3510258861708415,824312000.0,0.054701762666583775,0.053258037548284766,0.05365877786376327,3.7714498722670737,74.01324248103444,82.00258789140817,0.1651995532607593,0.11243797828872815,0.052761574972031156,97.3631615959709,4.462343842519817,3.5690520458087347,22.24499474641112,0.1577270672560387,4.240907146975982,4.063121423106557,3.862507499439563,4.015697944164276,31.499696276854145,9096972000.0,552603400.0,1.4916882523705066,0
2019-03-22,4.404877662658691,4.586035898002233,4.390980644422111,4.537396334174202,747644000.0,-0.03501118527335889,-0.03563876866717538,0.044281650596940975,3.7839966569152463,65.047385323503,65.30072423508176,0.17078315732320437,0.1241070140956234,0.04667614322758097,81.3433672649126,4.5147751639972675,3.5624659706462865,23.580061000444708,0.1603933662791875,4.2737012501125236,4.09419017215675,3.883776917605019,4.038620567321777,33.25727218583551,8349328000.0,569898600.0,1.311889518591553,0
2019-03-25,4.312560081481934,4.428451521700274,4.2463007662543,4.364177832270975,525212000.0,-0.02095803521613282,-0.021180772422531934,0.04223726788830764,3.7912505439674637,60.48901492612063,57.41924597535778,0.16584716363354612,0.13245504400320796,0.03339211963033817,72.0895063529513,4.545513344242761,3.569580864474585,24.05227726672146,0.16194746550538655,4.281473016386406,4.1140419820954035,3.9005919436394083,4.057547104358673,33.37287143302154,7824116000.0,563358200.0,0.9322878410219289,1
2019-03-26,4.389242649078369,4.510345483093209,4.332909563202776,4.454260896302469,703508000.0,0.017781217223085122,0.01762498071176952,0.04042517902893572,3.8020447956716463,62.81973017284245,61.87809987174842,0.16620706384297712,0.1392054479711618,0.02700161587181532,79.77612255177496,4.584632372284353,3.5799248939509996,24.611438087116756,0.1645073180843786,4.303026942924799,4.1390602245484,3.919754716401721,4.082278633117676,33.83632664266851,8527624000.0,574110400.0,1.225388008996179,0
2019-03-27,4.380060195922852,4.461209104969056,4.31057512314032,4.414803205645676,474372000.0,-0.0020920358908491643,-0.002094227254741488,0.03439084740637863,3.808995556834997,62.345463100142084,60.98592826476941,0.16386243596225647,0.14413684556938075,0.01972559039287572,78.85567876145225,4.615373954700865,3.6019176388507708,24.666431860477847,0.1635163654946898,4.31843359352441,4.160969312855168,3.937805911677059,4.108645796775818,34.04699657578095,8053252000.0,572816200.0,0.8281399862643549,1
