,close,high,low,open,volume,returns,log_returns,hl_spread,vwap,rsi_14,rsi_7,macd,macd_sig,macd_diff,stoch_k,bb_high,bb_low,bb_width,atr_14,ema_9,ema_21,ema_50,sma_20,adx,obv,vol_sma,vol_ratio,target
2019-03-14,43.82036209106445,43.9086110924784,43.5413127001033,43.86090735580744,94318000.0,0.01111649896210265,0.011055164816225588,0.008381911395707105,38.77619835885692,75.10753624432982,82.27035195944364,0.9490492450814543,0.8470497523066214,0.10199949277483289,97.46567756549567,43.449178068617805,39.93949914695836,8.417639034101072,0.7193285816251367,42.555226431740834,41.672087653582736,40.215648861628644,41.69433860778808,32.80291066153423,1930909600.0,96892720.0,0.9734271057722397,1
2019-03-15,44.39038848876953,44.67898009371108,43.82275112158004,44.08749085728255,156171600.0,0.013008253937301761,0.012924373246482507,0.01928861182072471,38.91307265620923,77.64189703163936,85.59871710086405,1.045151851428038,0.8866701721309047,0.1584816792971333,93.21363745900815,43.93037187793316,39.82369344494281,9.806517253004749,0.7292778259838147,42.92225884314658,41.91920591132699,40.37936414112436,41.87703266143799,34.11787729376509,2087081200.0,100334160.0,1.556514750310363,1
2019-03-18,44.84355163574219,44.931797007327894,44.311684756998986,44.31407212765884,104879200.0,0.010208587092841226,0.010156831404561752,0.0138283482844087,39.00860685010219,79.43450006747224,87.7343551164736,1.14468512053012,0.9382731618107478,0.20641195871937223,98.04131586274367,44.4314623223069,39.74237038032982,11.141448099535566,0.7214802848656071,43.3065174016657,42.18505552263746,40.55443031738389,42.08691635131836,35.489697600064524,2191960400.0,100652760.0,1.0419903040910155,0
2019-03-19,44.4881706237793,45.074892326124115,44.34268297347357,44.92224984377744,126585600.0,-0.007924907796099667,-0.007956476776007247,0.016458517902266153,39.11311424804343,74.3968495033342,77.25277039064045,1.181272699407593,0.9868730693301169,0.19439963007747618,87.37808067133169,44.755589430246474,39.790309007253526,11.745762987339942,0.7222466468502454,43.54284804608842,42.394429622741264,40.708694643124886,42.27294921875,36.849201465807425,2065374800.0,103187480.0,1.226753478232049,1
2019-03-20,44.87693786621094,45.19414879506152,44.05886680985221,44.416623003991106,124140800.0,0.008738665514464783,0.008700704369839303,0.02529767045590014,39.218940645944194,76.17676633921526,80.26228447631426,1.2274891557658876,1.034996286617271,0.19249286914861652,93.34665554637542,45.12285860094881,39.80774709668302,12.516363119294205,0.7517491710187502,43.80966601011293,42.620112190329415,40.872155161677284,42.46530284881592,37.53732758452486,2189515600.0,104171640.0,1.191694783724246,1
2019-03-21,46.52976989746094,46.825516329115906,45.2704683808724,45.320555849510406,204136800.0,0.03683032109226114,0.03616829106890312,0.033420495129686034,39.43319941953814,81.92875595026987,88.08271911654523,1.3815599983598048,1.1043090289657778,0.27725096939402705,95.37828239396448,45.83122816365459,39.67250261027119,14.405746971830377,0.8372369775820515,44.35368678758253,42.97553561825046,41.09402240621782,42.75186538696289,39.107539711481046,2393652400.0,110928540.0,1.8402549965951054,0
2019-03-22,45.56621551513672,47.14988281885893,45.501818379976086,46.58939664841029,169630800.0,-0.0207083418733347,-0.02092576649174461,0.036168560857009674,39.57900688912858,71.14448445284414,69.38482138843945,1.409661761934764,1.165379575559575,0.24428218637518895,76.44552869007913,46.19732782166567,39.73761747557555,15.033954635676011,0.8951532248178221,44.59619253309337,43.21105197251285,41.269402528136204,42.96747264862061,40.70894181540946,2224021600.0,115627440.0,1.4670462305487348,0
2019-03-25,45.01526641845703,45.788017395190856,44.504867775579754,45.67592017387485,175381200.0,-0.012091175236983775,-0.01216486812109907,0.02850476564290617,39.70942510438794,65.81029748288157,60.778213251705516,1.371663936374489,1.206636447722558,0.16502748865193095,68.25105838658357,46.41947576706013,39.861539247588304,15.201343003112433,0.9228672530173421,44.680007310166104,43.37507146759868,41.41629915128604,43.140507507324216,40.569538935942475,2048640400.0,120021820.0,1.461244297078648,0
2019-03-26,44.55017852783203,46.00267123954299,44.023086513229856,45.71169595103682,199202000.0,-0.010331781362829084,-0.010385524712737494,0.04443494485833362,39.83783130941682,61.610847432138286,54.16168639502956,1.2891610340608892,1.2231413649902243,0.06601966907066492,61.333633653137284,46.54066909525588,40.03752151753709,15.02259987576565,0.9983470725384701,44.654041553699294,43.481899382165345,41.539196381738826,43.28909530639648,39.762674763000085,1849438400.0,126567880.0,1.573874825113607,1
2019-03-27,44.95087432861328,45.25854305952079,44.49294682904075,45.01765519484567,119393600.0,0.008994258025945223,0.008954050598039864,0.01703184291551601,39.917849635792116,63.7566573743952,58.68274522142439,1.2417950515805245,1.2268721023082845,0.014922949272240027,67.29333094645419,46.69463324081668,40.20792336929075,14.928697438969197,0.9817220123914395,44.713408108682096,43.61544255911516,41.67298767377312,43.45127830505371,39.013443745267864,1968832000.0,126970480.0,0.9403256567983361,1
